FIGURE,SETTING,INDICATOR,GROUP,SUBGROUP,TIME,START_TIME,END_TIME,VALUE,MEASURE
1,ED,Cannabis,Sex,Male,5,12/01/2022,12/31/2022,1.187790998,Percent
1,ED,Benzodiazepine,Sex,Male,5,12/01/2022,12/31/2022,0.196585618,Percent
1,ED,All Drugs,Sex,Male,6,01/01/2023,01/31/2023,30.92818593,Percent
1,ED,All Opioids,Sex,Male,6,01/01/2023,01/31/2023,1.604512082,Percent
1,ED,Stimulants,Sex,Male,6,01/01/2023,01/31/2023,1.375990665,Percent
1,ED,Cannabis,Sex,Male,6,01/01/2023,01/31/2023,1.407594691,Percent
1,ED,Benzodiazepine,Sex,Male,6,01/01/2023,01/31/2023,0.226090339,Percent
1,ED,All Drugs,Sex,Male,7,02/01/2023,02/28/2023,30.28726769,Percent
1,ED,All Opioids,Sex,Male,7,02/01/2023,02/28/2023,1.735630081,Percent
1,ED,Stimulants,Sex,Male,7,02/01/2023,02/28/2023,1.207622135,Percent
1,ED,Cannabis,Sex,Male,7,02/01/2023,02/28/2023,1.37229788,Percent
1,ED,Benzodiazepine,Sex,Male,7,02/01/2023,02/28/2023,0.211725959,Percent
1,ED,All Drugs,Sex,Male,8,03/01/2023,03/31/2023,30.96635549,Percent
1,ED,All Opioids,Sex,Male,8,03/01/2023,03/31/2023,1.622146224,Percent
1,ED,Stimulants,Sex,Male,8,03/01/2023,03/31/2023,1.222386542,Percent
1,ED,Cannabis,Sex,Male,8,03/01/2023,03/31/2023,1.187725298,Percent
1,ED,Benzodiazepine,Sex,Male,8,03/01/2023,03/31/2023,0.270357704,Percent
1,ED,All Drugs,Sex,Male,9,04/01/2023,04/30/2023,30.99785663,Percent
1,ED,All Opioids,Sex,Male,9,04/01/2023,04/30/2023,1.762324363,Percent
1,ED,Stimulants,Sex,Male,9,04/01/2023,04/30/2023,1.324124792,Percent
1,ED,Cannabis,Sex,Male,9,04/01/2023,04/30/2023,1.147892355,Percent
1,ED,Benzodiazepine,Sex,Male,9,04/01/2023,04/30/2023,0.238151941,Percent
1,ED,All Drugs,Sex,Male,10,05/01/2023,05/31/2023,30.22975432,Percent
1,ED,All Opioids,Sex,Male,10,05/01/2023,05/31/2023,1.640127389,Percent
1,ED,Stimulants,Sex,Male,10,05/01/2023,05/31/2023,1.23066424,Percent
1,ED,Cannabis,Sex,Male,10,05/01/2023,05/31/2023,1.276160146,Percent
1,ED,Benzodiazepine,Sex,Male,10,05/01/2023,05/31/2023,0.200181984,Percent
1,ED,All Drugs,Sex,Male,11,06/01/2023,06/30/2023,29.92635302,Percent
1,ED,All Opioids,Sex,Male,11,06/01/2023,06/30/2023,1.627985852,Percent
1,ED,Stimulants,Sex,Male,11,06/01/2023,06/30/2023,1.242792771,Percent
1,ED,Cannabis,Sex,Male,11,06/01/2023,06/30/2023,1.281554339,Percent
1,ED,Benzodiazepine,Sex,Male,11,06/01/2023,06/30/2023,0.159891468,Percent
1,ED,All Drugs,Sex,Male,12,07/01/2023,07/31/2023,30.44770486,Percent
1,ED,All Opioids,Sex,Male,12,07/01/2023,07/31/2023,1.731377082,Percent
1,ED,Stimulants,Sex,Male,12,07/01/2023,07/31/2023,1.328018116,Percent
1,ED,Cannabis,Sex,Male,12,07/01/2023,07/31/2023,1.127518045,Percent
1,ED,Benzodiazepine,Sex,Male,12,07/01/2023,07/31/2023,0.214653017,Percent
1,ED,All Drugs,Sex,Male,13,08/01/2023,08/31/2023,29.72186746,Percent
1,ED,All Opioids,Sex,Male,13,08/01/2023,08/31/2023,1.702852278,Percent
1,ED,Stimulants,Sex,Male,13,08/01/2023,08/31/2023,1.272409063,Percent
1,ED,Cannabis,Sex,Male,13,08/01/2023,08/31/2023,1.236932974,Percent
1,ED,Benzodiazepine,Sex,Male,13,08/01/2023,08/31/2023,0.224681898,Percent
1,ED,All Drugs,Sex,Male,14,09/01/2023,09/30/2023,29.75228733,Percent
1,ED,All Opioids,Sex,Male,14,09/01/2023,09/30/2023,1.567062488,Percent
1,ED,Stimulants,Sex,Male,14,09/01/2023,09/30/2023,1.163130232,Percent
1,ED,Cannabis,Sex,Male,14,09/01/2023,09/30/2023,1.09499708,Percent
1,ED,Benzodiazepine,Sex,Male,14,09/01/2023,09/30/2023,0.163032899,Percent
1,ED,All Drugs,Sex,Male,15,10/01/2023,10/31/2023,29.51123796,Percent
1,ED,All Opioids,Sex,Male,15,10/01/2023,10/31/2023,1.579260316,Percent
1,ED,Stimulants,Sex,Male,15,10/01/2023,10/31/2023,1.208229278,Percent
1,ED,Cannabis,Sex,Male,15,10/01/2023,10/31/2023,1.132120347,Percent
1,ED,Benzodiazepine,Sex,Male,15,10/01/2023,10/31/2023,0.180758711,Percent
1,ED,All Drugs,Sex,Male,16,11/01/2023,11/30/2023,29.12981173,Percent
1,ED,All Opioids,Sex,Male,16,11/01/2023,11/30/2023,1.559025547,Percent
1,ED,Stimulants,Sex,Male,16,11/01/2023,11/30/2023,1.104412709,Percent
1,ED,Cannabis,Sex,Male,16,11/01/2023,11/30/2023,1.195829421,Percent
1,ED,Benzodiazepine,Sex,Male,16,11/01/2023,11/30/2023,0.187774868,Percent
1,ED,All Drugs,Sex,Male,17,12/01/2023,12/31/2023,28.30429843,Percent
1,ED,All Opioids,Sex,Male,17,12/01/2023,12/31/2023,1.34444234,Percent
1,ED,Stimulants,Sex,Male,17,12/01/2023,12/31/2023,1.029634539,Percent
1,ED,Cannabis,Sex,Male,17,12/01/2023,12/31/2023,1.174020072,Percent
1,ED,Benzodiazepine,Sex,Male,17,12/01/2023,12/31/2023,0.149119485,Percent
1,ED,All Drugs,Sex,Male,18,01/01/2024,01/31/2024,29.02893323,Percent
1,ED,All Opioids,Sex,Male,18,01/01/2024,01/31/2024,1.229478024,Percent
1,ED,Stimulants,Sex,Male,18,01/01/2024,01/31/2024,0.937446318,Percent
1,ED,Cannabis,Sex,Male,18,01/01/2024,01/31/2024,1.10186753,Percent
1,ED,Benzodiazepine,Sex,Male,18,01/01/2024,01/31/2024,0.139880733,Percent
1,ED,All Drugs,Sex,Male,19,02/01/2024,02/29/2024,28.28130972,Percent
1,ED,All Opioids,Sex,Male,19,02/01/2024,02/29/2024,1.174671933,Percent
1,ED,Stimulants,Sex,Male,19,02/01/2024,02/29/2024,0.89438145,Percent
1,ED,Cannabis,Sex,Male,19,02/01/2024,02/29/2024,1.003949548,Percent
1,ED,Benzodiazepine,Sex,Male,19,02/01/2024,02/29/2024,0.099375717,Percent
1,ED,All Drugs,Sex,Male,20,03/01/2024,03/31/2024,27.54228905,Percent
1,ED,All Opioids,Sex,Male,20,03/01/2024,03/31/2024,1.271144525,Percent
1,ED,Stimulants,Sex,Male,20,03/01/2024,03/31/2024,1.065881887,Percent
1,ED,Cannabis,Sex,Male,20,03/01/2024,03/31/2024,1.132654071,Percent
1,ED,Benzodiazepine,Sex,Male,20,03/01/2024,03/31/2024,0.155801761,Percent
1,ED,All Drugs,Sex,Male,21,04/01/2024,04/30/2024,28.61514729,Percent
1,ED,All Opioids,Sex,Male,21,04/01/2024,04/30/2024,1.067376592,Percent
1,ED,Stimulants,Sex,Male,21,04/01/2024,04/30/2024,0.947949841,Percent
1,ED,Cannabis,Sex,Male,21,04/01/2024,04/30/2024,0.960390127,Percent
1,ED,Benzodiazepine,Sex,Male,21,04/01/2024,04/30/2024,0.106986465,Percent
1,ED,All Drugs,Sex,Male,22,05/01/2024,05/31/2024,28.2815534,Percent
1,ED,All Opioids,Sex,Male,22,05/01/2024,05/31/2024,1.060679612,Percent
1,ED,Stimulants,Sex,Male,22,05/01/2024,05/31/2024,0.868932039,Percent
1,ED,Cannabis,Sex,Male,22,05/01/2024,05/31/2024,1.17961165,Percent
1,ED,Benzodiazepine,Sex,Male,22,05/01/2024,05/31/2024,0.104368932,Percent
1,ED,All Drugs,Sex,Male,23,06/01/2024,06/30/2024,29.56206258,Percent
1,ED,All Opioids,Sex,Male,23,06/01/2024,06/30/2024,1.312268423,Percent
1,ED,Stimulants,Sex,Male,23,06/01/2024,06/30/2024,0.874845615,Percent
1,ED,Cannabis,Sex,Male,23,06/01/2024,06/30/2024,1.072972417,Percent
1,ED,Benzodiazepine,Sex,Male,23,06/01/2024,06/30/2024,0.146665294,Percent
1,ED,All Drugs,Sex,Male,24,07/01/2024,07/31/2024,29.84313225,Percent
1,ED,All Opioids,Sex,Male,24,07/01/2024,07/31/2024,1.37992603,Percent
1,ED,Stimulants,Sex,Male,24,07/01/2024,07/31/2024,1.017727331,Percent
1,ED,Cannabis,Sex,Male,24,07/01/2024,07/31/2024,1.050886367,Percent
1,ED,Benzodiazepine,Sex,Male,24,07/01/2024,07/31/2024,0.135186838,Percent
1,ED,All Drugs,Total,Total,1,08/01/2022,08/31/2022,30.68134919,Percent
1,ED,All Opioids,Total,Total,1,08/01/2022,08/31/2022,1.443552321,Percent
1,ED,Stimulants,Total,Total,1,08/01/2022,08/31/2022,0.91828312,Percent
1,ED,Cannabis,Total,Total,1,08/01/2022,08/31/2022,1.171537913,Percent
1,ED,Benzodiazepine,Total,Total,1,08/01/2022,08/31/2022,0.192286047,Percent
1,ED,All Drugs,Total,Total,2,09/01/2022,09/30/2022,30.57347875,Percent
1,ED,All Opioids,Total,Total,2,09/01/2022,09/30/2022,1.31521346,Percent
1,ED,Stimulants,Total,Total,2,09/01/2022,09/30/2022,0.818439635,Percent
1,ED,Cannabis,Total,Total,2,09/01/2022,09/30/2022,1.193399189,Percent
1,ED,Benzodiazepine,Total,Total,2,09/01/2022,09/30/2022,0.163687927,Percent
1,ED,All Drugs,Total,Total,3,10/01/2022,10/31/2022,28.97114544,Percent
1,ED,All Opioids,Total,Total,3,10/01/2022,10/31/2022,1.302462839,Percent
1,ED,Stimulants,Total,Total,3,10/01/2022,10/31/2022,0.776012824,Percent
1,ED,Cannabis,Total,Total,3,10/01/2022,10/31/2022,1.113013699,Percent
1,ED,Benzodiazepine,Total,Total,3,10/01/2022,10/31/2022,0.164857184,Percent
1,ED,All Drugs,Total,Total,4,11/01/2022,11/30/2022,28.42668038,Percent
1,ED,All Opioids,Total,Total,4,11/01/2022,11/30/2022,1.304439688,Percent
1,ED,Stimulants,Total,Total,4,11/01/2022,11/30/2022,0.799198964,Percent
1,ED,Cannabis,Total,Total,4,11/01/2022,11/30/2022,1.008644209,Percent
1,ED,Benzodiazepine,Total,Total,4,11/01/2022,11/30/2022,0.134118447,Percent
1,ED,All Drugs,Total,Total,5,12/01/2022,12/31/2022,30.11114597,Percent
1,ED,All Opioids,Total,Total,5,12/01/2022,12/31/2022,1.198931325,Percent
1,ED,Stimulants,Total,Total,5,12/01/2022,12/31/2022,0.791998251,Percent
1,ED,Cannabis,Total,Total,5,12/01/2022,12/31/2022,0.940319652,Percent
1,ED,Benzodiazepine,Total,Total,5,12/01/2022,12/31/2022,0.145469066,Percent
1,ED,All Drugs,Total,Total,6,01/01/2023,01/31/2023,28.7992226,Percent
1,ED,All Opioids,Total,Total,6,01/01/2023,01/31/2023,1.202544226,Percent
1,ED,Stimulants,Total,Total,6,01/01/2023,01/31/2023,0.894454383,Percent
1,ED,Cannabis,Total,Total,6,01/01/2023,01/31/2023,1.10426467,Percent
1,ED,Benzodiazepine,Total,Total,6,01/01/2023,01/31/2023,0.171161024,Percent
1,ED,All Drugs,Total,Total,7,02/01/2023,02/28/2023,28.31995676,Percent
1,ED,All Opioids,Total,Total,7,02/01/2023,02/28/2023,1.283211319,Percent
1,ED,Stimulants,Total,Total,7,02/01/2023,02/28/2023,0.850773805,Percent
1,ED,Cannabis,Total,Total,7,02/01/2023,02/28/2023,1.06581746,Percent
1,ED,Benzodiazepine,Total,Total,7,02/01/2023,02/28/2023,0.170389781,Percent
1,ED,All Drugs,Total,Total,8,03/01/2023,03/31/2023,28.51197323,Percent
1,ED,All Opioids,Total,Total,8,03/01/2023,03/31/2023,1.240196591,Percent
1,ED,Stimulants,Total,Total,8,03/01/2023,03/31/2023,0.839694656,Percent
1,ED,Cannabis,Total,Total,8,03/01/2023,03/31/2023,0.977726655,Percent
1,ED,Benzodiazepine,Total,Total,8,03/01/2023,03/31/2023,0.185088361,Percent
1,ED,All Drugs,Total,Total,9,04/01/2023,04/30/2023,28.93119326,Percent
1,ED,All Opioids,Total,Total,9,04/01/2023,04/30/2023,1.293384301,Percent
1,ED,Stimulants,Total,Total,9,04/01/2023,04/30/2023,0.9056948,Percent
1,ED,Cannabis,Total,Total,9,04/01/2023,04/30/2023,0.969766735,Percent
1,ED,Benzodiazepine,Total,Total,9,04/01/2023,04/30/2023,0.170496503,Percent
1,ED,All Drugs,Total,Total,10,05/01/2023,05/31/2023,28.22417705,Percent
1,ED,All Opioids,Total,Total,10,05/01/2023,05/31/2023,1.240247428,Percent
1,ED,Stimulants,Total,Total,10,05/01/2023,05/31/2023,0.873457462,Percent
1,ED,Cannabis,Total,Total,10,05/01/2023,05/31/2023,1.014371121,Percent
1,ED,Benzodiazepine,Total,Total,10,05/01/2023,05/31/2023,0.167853035,Percent
1,ED,All Drugs,Total,Total,11,06/01/2023,06/30/2023,28.56767842,Percent
1,ED,All Opioids,Total,Total,11,06/01/2023,06/30/2023,1.285206453,Percent
1,ED,Stimulants,Total,Total,11,06/01/2023,06/30/2023,0.898003828,Percent
1,ED,Cannabis,Total,Total,11,06/01/2023,06/30/2023,1.020508614,Percent
1,ED,Benzodiazepine,Total,Total,11,06/01/2023,06/30/2023,0.14438064,Percent
1,ED,All Drugs,Total,Total,12,07/01/2023,07/31/2023,28.7517337,Percent
1,ED,All Opioids,Total,Total,12,07/01/2023,07/31/2023,1.319748213,Percent
1,ED,Stimulants,Total,Total,12,07/01/2023,07/31/2023,0.954870372,Percent
1,ED,Cannabis,Total,Total,12,07/01/2023,07/31/2023,0.971940681,Percent
1,ED,Benzodiazepine,Total,Total,12,07/01/2023,07/31/2023,0.160034141,Percent
1,ED,All Drugs,Total,Total,13,08/01/2023,08/31/2023,28.13699694,Percent
1,ED,All Opioids,Total,Total,13,08/01/2023,08/31/2023,1.25091662,Percent
1,ED,Stimulants,Total,Total,13,08/01/2023,08/31/2023,0.896130785,Percent
1,ED,Cannabis,Total,Total,13,08/01/2023,08/31/2023,0.986714403,Percent
1,ED,Benzodiazepine,Total,Total,13,08/01/2023,08/31/2023,0.163913212,Percent
1,ED,All Drugs,Total,Total,14,09/01/2023,09/30/2023,28.70353022,Percent
1,ED,All Opioids,Total,Total,14,09/01/2023,09/30/2023,1.199149133,Percent
1,ED,Stimulants,Total,Total,14,09/01/2023,09/30/2023,0.837640939,Percent
1,ED,Cannabis,Total,Total,14,09/01/2023,09/30/2023,0.9114856,Percent
1,ED,Benzodiazepine,Total,Total,14,09/01/2023,09/30/2023,0.150995801,Percent
1,ED,All Drugs,Total,Total,15,10/01/2023,10/31/2023,28.34335609,Percent
1,ED,All Opioids,Total,Total,15,10/01/2023,10/31/2023,1.259443149,Percent
1,ED,Stimulants,Total,Total,15,10/01/2023,10/31/2023,0.817514499,Percent
1,ED,Cannabis,Total,Total,15,10/01/2023,10/31/2023,0.92558906,Percent
1,ED,Benzodiazepine,Total,Total,15,10/01/2023,10/31/2023,0.149806322,Percent
1,ED,All Drugs,Total,Total,16,11/01/2023,11/30/2023,28.11810585,Percent
1,ED,All Opioids,Total,Total,16,11/01/2023,11/30/2023,1.192200557,Percent
1,ED,Stimulants,Total,Total,16,11/01/2023,11/30/2023,0.748746518,Percent
1,ED,Cannabis,Total,Total,16,11/01/2023,11/30/2023,0.997214485,Percent
1,ED,Benzodiazepine,Total,Total,16,11/01/2023,11/30/2023,0.139275766,Percent
1,ED,All Drugs,Total,Total,17,12/01/2023,12/31/2023,27.30508964,Percent
1,ED,All Opioids,Total,Total,17,12/01/2023,12/31/2023,1.051922645,Percent
1,ED,Stimulants,Total,Total,17,12/01/2023,12/31/2023,0.723731332,Percent
1,ED,Cannabis,Total,Total,17,12/01/2023,12/31/2023,0.921501342,Percent
1,ED,Benzodiazepine,Total,Total,17,12/01/2023,12/31/2023,0.126145195,Percent
1,ED,All Drugs,Total,Total,18,01/01/2024,01/31/2024,27.76261259,Percent
1,ED,All Opioids,Total,Total,18,01/01/2024,01/31/2024,0.957064707,Percent
1,ED,Stimulants,Total,Total,18,01/01/2024,01/31/2024,0.642095375,Percent
1,ED,Cannabis,Total,Total,18,01/01/2024,01/31/2024,0.887439907,Percent
1,ED,Benzodiazepine,Total,Total,18,01/01/2024,01/31/2024,0.113831022,Percent
1,ED,All Drugs,Total,Total,19,02/01/2024,02/29/2024,27.24688839,Percent
1,ED,All Opioids,Total,Total,19,02/01/2024,02/29/2024,0.922593807,Percent
1,ED,Stimulants,Total,Total,19,02/01/2024,02/29/2024,0.623467119,Percent
1,ED,Cannabis,Total,Total,19,02/01/2024,02/29/2024,0.836637862,Percent
1,ED,Benzodiazepine,Total,Total,19,02/01/2024,02/29/2024,0.09283242,Percent
1,ED,All Drugs,Total,Total,20,03/01/2024,03/31/2024,26.70330405,Percent
1,ED,All Opioids,Total,Total,20,03/01/2024,03/31/2024,0.958665894,Percent
1,ED,Stimulants,Total,Total,20,03/01/2024,03/31/2024,0.694475409,Percent
1,ED,Cannabis,Total,Total,20,03/01/2024,03/31/2024,0.907388416,Percent
1,ED,Benzodiazepine,Total,Total,20,03/01/2024,03/31/2024,0.104784412,Percent
1,ED,All Drugs,Total,Total,21,04/01/2024,04/30/2024,27.53330778,Percent
1,ED,All Opioids,Total,Total,21,04/01/2024,04/30/2024,0.910750919,Percent
1,ED,Stimulants,Total,Total,21,04/01/2024,04/30/2024,0.694334859,Percent
1,ED,Cannabis,Total,Total,21,04/01/2024,04/30/2024,0.808178724,Percent
1,ED,Benzodiazepine,Total,Total,21,04/01/2024,04/30/2024,0.090173358,Percent
1,ED,All Drugs,Total,Total,22,05/01/2024,05/31/2024,27.1761695,Percent
1,ED,All Opioids,Total,Total,22,05/01/2024,05/31/2024,0.847950968,Percent
1,ED,Stimulants,Total,Total,22,05/01/2024,05/31/2024,0.61179882,Percent
1,ED,Cannabis,Total,Total,22,05/01/2024,05/31/2024,0.929231242,Percent
1,ED,Benzodiazepine,Total,Total,22,05/01/2024,05/31/2024,0.106543062,Percent
1,ED,All Drugs,Total,Total,23,06/01/2024,06/30/2024,28.3129795,Percent
1,ED,All Opioids,Total,Total,23,06/01/2024,06/30/2024,1.040781401,Percent
1,ED,Stimulants,Total,Total,23,06/01/2024,06/30/2024,0.639137572,Percent
1,ED,Cannabis,Total,Total,23,06/01/2024,06/30/2024,0.90340757,Percent
1,ED,Benzodiazepine,Total,Total,23,06/01/2024,06/30/2024,0.103612466,Percent
1,ED,All Drugs,Total,Total,24,07/01/2024,07/31/2024,28.6644764,Percent
1,ED,All Opioids,Total,Total,24,07/01/2024,07/31/2024,1.061434545,Percent
1,ED,Stimulants,Total,Total,24,07/01/2024,07/31/2024,0.69843312,Percent
1,ED,Cannabis,Total,Total,24,07/01/2024,07/31/2024,0.870743923,Percent
1,ED,Benzodiazepine,Total,Total,24,07/01/2024,07/31/2024,0.111427652,Percent
1,IP,All Drugs,Age,0-15 Years,1,08/01/2022,08/31/2022,7.437015504,Percent
1,IP,All Opioids,Age,0-15 Years,1,08/01/2022,08/31/2022,1.114341085,Percent
1,IP,Stimulants,Age,0-15 Years,1,08/01/2022,08/31/2022,0.290697674,Percent
1,IP,Cannabis,Age,0-15 Years,1,08/01/2022,08/31/2022,1.01744186,Percent
1,IP,Benzodiazepine,Age,0-15 Years,1,08/01/2022,08/31/2022,0.024224806,Percent
1,IP,All Drugs,Age,0-15 Years,2,09/01/2022,09/30/2022,7.860365709,Percent
1,IP,All Opioids,Age,0-15 Years,2,09/01/2022,09/30/2022,0.664925196,Percent
1,IP,Stimulants,Age,0-15 Years,2,09/01/2022,09/30/2022,0.498693897,Percent
1,IP,Cannabis,Age,0-15 Years,2,09/01/2022,09/30/2022,0.878651152,Percent
1,IP,Benzodiazepine,Age,0-15 Years,2,09/01/2022,09/30/2022,0.094989314,Percent
1,IP,All Drugs,Age,0-15 Years,3,10/01/2022,10/31/2022,7.326266196,Percent
1,IP,All Opioids,Age,0-15 Years,3,10/01/2022,10/31/2022,0.918727915,Percent
1,IP,Stimulants,Age,0-15 Years,3,10/01/2022,10/31/2022,0.23557126,Percent
1,IP,Cannabis,Age,0-15 Years,3,10/01/2022,10/31/2022,0.706713781,Percent
1,IP,Benzodiazepine,Age,0-15 Years,3,10/01/2022,10/31/2022,0.094228504,Percent
1,IP,All Drugs,Age,0-15 Years,4,11/01/2022,11/30/2022,7.028020211,Percent
1,IP,All Opioids,Age,0-15 Years,4,11/01/2022,11/30/2022,0.87276068,Percent
1,IP,Stimulants,Age,0-15 Years,4,11/01/2022,11/30/2022,0.252641249,Percent
1,IP,Cannabis,Age,0-15 Years,4,11/01/2022,11/30/2022,0.941662839,Percent
1,IP,Benzodiazepine,Age,0-15 Years,4,11/01/2022,11/30/2022,0.068902159,Percent
1,IP,All Drugs,Age,0-15 Years,5,12/01/2022,12/31/2022,6.460945034,Percent
1,IP,All Opioids,Age,0-15 Years,5,12/01/2022,12/31/2022,0.94021215,Percent
1,IP,Stimulants,Age,0-15 Years,5,12/01/2022,12/31/2022,0.289296046,Percent
1,IP,Cannabis,Age,0-15 Years,5,12/01/2022,12/31/2022,1.205400193,Percent
1,IP,Benzodiazepine,Age,0-15 Years,5,12/01/2022,12/31/2022,0.072324012,Percent
1,IP,All Drugs,Age,0-15 Years,6,01/01/2023,01/31/2023,7.863761583,Percent
1,IP,All Opioids,Age,0-15 Years,6,01/01/2023,01/31/2023,1.026796895,Percent
1,IP,Stimulants,Age,0-15 Years,6,01/01/2023,01/31/2023,0.3756574,Percent
1,IP,Cannabis,Age,0-15 Years,6,01/01/2023,01/31/2023,1.327322815,Percent
1,IP,Benzodiazepine,Age,0-15 Years,6,01/01/2023,01/31/2023,0.050087653,Percent
1,IP,All Drugs,Age,0-15 Years,7,02/01/2023,02/28/2023,9.075770192,Percent
1,IP,All Opioids,Age,0-15 Years,7,02/01/2023,02/28/2023,1.110185956,Percent
1,IP,Stimulants,Age,0-15 Years,7,02/01/2023,02/28/2023,0.444074382,Percent
1,IP,Cannabis,Age,0-15 Years,7,02/01/2023,02/28/2023,1.193449903,Percent
1,IP,Benzodiazepine,Age,0-15 Years,7,02/01/2023,02/28/2023,0.111018596,Percent
1,IP,All Drugs,Age,0-15 Years,8,03/01/2023,03/31/2023,7.971547707,Percent
1,IP,All Opioids,Age,0-15 Years,8,03/01/2023,03/31/2023,1.201864116,Percent
1,IP,Stimulants,Age,0-15 Years,8,03/01/2023,03/31/2023,0.392445426,Percent
1,IP,Cannabis,Age,0-15 Years,8,03/01/2023,03/31/2023,1.054697081,Percent
1,IP,Benzodiazepine,Age,0-15 Years,8,03/01/2023,03/31/2023,0.098111356,Percent
1,IP,All Drugs,Age,0-15 Years,9,04/01/2023,04/30/2023,7.240181672,Percent
1,IP,All Opioids,Age,0-15 Years,9,04/01/2023,04/30/2023,0.908362276,Percent
1,IP,Stimulants,Age,0-15 Years,9,04/01/2023,04/30/2023,0.293881913,Percent
1,IP,Cannabis,Age,0-15 Years,9,04/01/2023,04/30/2023,1.041944964,Percent
1,IP,Benzodiazepine,Age,0-15 Years,9,04/01/2023,04/30/2023,0.053433075,Percent
1,IP,All Drugs,Age,0-15 Years,10,05/01/2023,05/31/2023,6.98757764,Percent
1,IP,All Opioids,Age,0-15 Years,10,05/01/2023,05/31/2023,0.879917184,Percent
1,IP,Stimulants,Age,0-15 Years,10,05/01/2023,05/31/2023,0.388198758,Percent
1,IP,Cannabis,Age,0-15 Years,10,05/01/2023,05/31/2023,1.061076605,Percent
1,IP,Benzodiazepine,Age,0-15 Years,10,05/01/2023,05/31/2023,0.025879917,Percent
1,IP,All Drugs,Age,0-15 Years,11,06/01/2023,06/30/2023,6.119118847,Percent
1,IP,All Opioids,Age,0-15 Years,11,06/01/2023,06/30/2023,0.897470764,Percent
1,IP,Stimulants,Age,0-15 Years,11,06/01/2023,06/30/2023,0.407941256,Percent
1,IP,Cannabis,Age,0-15 Years,11,06/01/2023,06/30/2023,0.761490345,Percent
1,IP,Benzodiazepine,Age,0-15 Years,11,06/01/2023,06/30/2023,0.027196084,Percent
1,IP,All Drugs,Age,0-15 Years,12,07/01/2023,07/31/2023,7.038043478,Percent
1,IP,All Opioids,Age,0-15 Years,12,07/01/2023,07/31/2023,1.005434783,Percent
1,IP,Stimulants,Age,0-15 Years,12,07/01/2023,07/31/2023,0.190217391,Percent
1,IP,Cannabis,Age,0-15 Years,12,07/01/2023,07/31/2023,1.195652174,Percent
1,IP,Benzodiazepine,Age,0-15 Years,12,07/01/2023,07/31/2023,0.027173913,Percent
1,IP,All Drugs,Age,0-15 Years,13,08/01/2023,08/31/2023,7.748883635,Percent
1,IP,All Opioids,Age,0-15 Years,13,08/01/2023,08/31/2023,0.919359075,Percent
1,IP,Stimulants,Age,0-15 Years,13,08/01/2023,08/31/2023,0.236406619,Percent
1,IP,Cannabis,Age,0-15 Years,13,08/01/2023,08/31/2023,1.182033097,Percent
1,IP,Benzodiazepine,Age,0-15 Years,13,08/01/2023,08/31/2023,0.078802206,Percent
1,IP,All Drugs,Age,0-15 Years,14,09/01/2023,09/30/2023,7.72282465,Percent
1,IP,All Opioids,Age,0-15 Years,14,09/01/2023,09/30/2023,1.243057392,Percent
1,IP,Stimulants,Age,0-15 Years,14,09/01/2023,09/30/2023,0.317376355,Percent
1,IP,Cannabis,Age,0-15 Years,14,09/01/2023,09/30/2023,1.137265274,Percent
1,IP,Benzodiazepine,Age,0-15 Years,14,09/01/2023,09/30/2023,0.079344089,Percent
1,IP,All Drugs,Age,0-15 Years,15,10/01/2023,10/31/2023,7.139188495,Percent
1,IP,All Opioids,Age,0-15 Years,15,10/01/2023,10/31/2023,1.027221366,Percent
1,IP,Stimulants,Age,0-15 Years,15,10/01/2023,10/31/2023,0.231124807,Percent
1,IP,Cannabis,Age,0-15 Years,15,10/01/2023,10/31/2023,0.873138161,Percent
1,IP,Benzodiazepine,Age,0-15 Years,15,10/01/2023,10/31/2023,0.025680534,Percent
1,IP,All Drugs,Age,0-15 Years,16,11/01/2023,11/30/2023,7.655259823,Percent
1,IP,All Opioids,Age,0-15 Years,16,11/01/2023,11/30/2023,0.963244613,Percent
1,IP,Stimulants,Age,0-15 Years,16,11/01/2023,11/30/2023,0.228136882,Percent
1,IP,Cannabis,Age,0-15 Years,16,11/01/2023,11/30/2023,1.013941698,Percent
1,IP,Benzodiazepine,Age,0-15 Years,16,11/01/2023,11/30/2023,0.126742712,Percent
1,IP,All Drugs,Age,0-15 Years,17,12/01/2023,12/31/2023,7.386079119,Percent
1,IP,All Opioids,Age,0-15 Years,17,12/01/2023,12/31/2023,0.901352028,Percent
1,IP,Stimulants,Age,0-15 Years,17,12/01/2023,12/31/2023,0.300450676,Percent
1,IP,Cannabis,Age,0-15 Years,17,12/01/2023,12/31/2023,0.851276915,Percent
1,IP,Benzodiazepine,Age,0-15 Years,17,12/01/2023,12/31/2023,0.025037556,Percent
1,IP,All Drugs,Age,0-15 Years,18,01/01/2024,01/31/2024,7.585665708,Percent
1,IP,All Opioids,Age,0-15 Years,18,01/01/2024,01/31/2024,1.229400994,Percent
1,IP,Stimulants,Age,0-15 Years,18,01/01/2024,01/31/2024,0.26157468,Percent
1,IP,Cannabis,Age,0-15 Years,18,01/01/2024,01/31/2024,0.680094167,Percent
1,IP,Benzodiazepine,Age,0-15 Years,18,01/01/2024,01/31/2024,0.052314936,Percent
1,IP,All Drugs,Age,0-15 Years,19,02/01/2024,02/29/2024,7.401360544,Percent
1,IP,All Opioids,Age,0-15 Years,19,02/01/2024,02/29/2024,0.952380952,Percent
